Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Datafile,,from other\r\n files,2017-08-29 15:41:26,2017-08-29 15:41:27,1.098s,ERROR
,,,,,,
Test Cases/launch,,launch paytm,2017-08-29 15:41:27,2017-08-29 15:41:27,0.642s,ERROR
