Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Datafile,,from other\r\n files,2017-08-29 15:34:27,2017-08-29 15:34:28,1.275s,ERROR
,,,,,,
Test Cases/launch,,launch paytm,2017-08-29 15:34:28,2017-08-29 15:34:28,0.783s,ERROR
