Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Datafile,,from other\r\n files,2017-08-29 15:40:35,2017-08-29 15:40:36,1.136s,ERROR
,,,,,,
Test Cases/launch,,launch paytm,2017-08-29 15:40:35,2017-08-29 15:40:36,0.649s,ERROR
